Prompt,Category,Subject,Context Dependency,SourceDataset,SourceSplit,SourceId,Choices,AnswerIndex,AnswerLetter,AnswerText,Gsm8kAnswer,MbppTests
Hayden has a tank with a small hole in the bottom. The tank starts with 40 gallons of water. It loses 2 gallons of water per hour. Hayden does not add any water for the first two hours. He adds 1 gallon of water to the tank in hour three. He adds three gallons of water to the tank in the fourth hour. How much water is left in the tank at the end of the fourth hour?,Logic/Math,GSM8K,No,gsm8k,train,,,,,,"Over the four hours, the tank loses 2 * 4 = <<2*4=8>>8 gallons of water.
Hayden adds a total of 1 + 3 = <<1+3=4>>4 gallons of water.
At the end of the four hours, there is 40 - 8 + 4 = <<40-8+4=36>>36 gallons of water left in the tank.
#### 36",
"Beckett is 12 and is three years younger than Olaf, while Shannen is two years younger than Olaf.  If Jack is five more than twice as old as Shannen, what is the sum of the ages of all 4 people?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"Olaf is 12 years + 3 years = <<12+3=15>>15 years old.
Shannen is 15 years old - 2 years = <<15-2=13>>13 years old.
Jack is 5 years + (2 * 13 years) = <<5+(2*13)=31>>31 years old.
The sum of all of their ages is 12 + 15 + 13 + 31 = <<12+15+13+31=71>>71 years old.
#### 71",
"A coffee shop brews 10 coffee cups per hour on a weekday and 120 coffee cups in total over the weekend. If the coffee shop is open 5 hours a day every single day, how many coffee cups are brewed in 1 week?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"On a weekday, the shop produces 10 coffee cups per hour * 5 hours per weekday = <<10*5=50>>50 coffee cups.
The coffee shop therefore brewed 50 coffee cups per day * 5 weekdays in a week = <<50*5=250>>250 coffee cups.
So in total, the coffee shop brewed a total of 250 weekday coffee cups + 120 weekend coffee cups = <<250+120=370>>370 coffee cups in 1 week.
#### 370",
"To pass the time while she is waiting somewhere Carla likes to count things around her. While she is waiting for school to start on Monday she counts the tiles on the ceiling--38. While she is waiting for everyone to finish their tests after she has handed in hers, she counts the books in the room--75. On Tuesday Carla counts all the tiles twice in a row and she counts the books three times in a row when she has to wait for a long time for the teacher to finish handing out the graded tests. If every time Carla counts something counts as once, how many times has Carla counted something on Tuesday?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"When Carla was waiting on Monday she counted 38 ceiling tiles and on Tuesday she counted them twice, 38 ceiling tiles x 2 = <<38*2=76>>76 times she counted a ceiling tile.
She also counted 75 books in the room on Monday and counted them three times in a row on Tuesday, 75 books x 3 = <<75*3=225>>225 times she counted a book.
On Tuesday Carla counted the ceiling tiles 76 times + counted books 225 times = <<76+225=301>>301 times Carla counted something on Tuesday.
#### 301",
"Ralph is going to practice playing tennis with a tennis ball machine that shoots out tennis balls for Ralph to hit. He loads up the machine with 175 tennis balls to start with. Out of the first 100 balls, he manages to hit 2/5 of them. Of the next 75 tennis balls, he manages to hit 1/3 of them. Out of all the tennis balls, how many did Ralph not hit?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"Out of the first 100 balls, Ralph was able to hit 2/5 of them and not able to hit 3/5 of them, 3/5 x 100 = 60 tennis balls Ralph didn't hit.
Out of the next 75 balls, Ralph was able to hit 1/3 of them and not able to hit 2/3 of them, 2/3 x 75 = 50 tennis balls that Ralph didn't hit.
Combined, Ralph was not able to hit 60 + 50 = <<60+50=110>>110 tennis balls Ralph didn't hit.
#### 110",
"You start a business selling charm bracelets. You spend $1 on the string for each bracelet and $3 on beads for each bracelet. You sell the bracelets for $6 each. If you sell 25 bracelets, how much profit will you make?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"It costs $1 + $3 = $<<1+3=4>>4 to make each bracelet.
Your total cost is 25 * $4 = $<<25*4=100>>100.
Total revenue is 25 * $6 = $<<25*6=150>>150.
Total profit is $150 - $100 = $<<150-100=50>>50.
#### 50",
"Alice had 10 dozens of watermelons. She sold 40% of it yesterday and 1/4 of the remaining today, How many watermelons are left to be sold tomorrow?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"Ten dozens of watermelons are equal to 10 x 12 = <<10*12=120>>120 watermelons.
Yesterday, Alice sold 120 x 40/100 = <<120*40/100=48>>48 watermelons.
So, there are only 120 - 48 = <<120-48=72>>72 watermelons left for today.
Today, Alice sold 72 x 1/4 = <<72*1/4=18>>18 watermelons.
Hence, 72 - 18 = <<72-18=54>>54 watermelons are left to be sold tomorrow.
#### 54",
"Tom Sawyer has tricked his friends into whitewashing Aunt Polly's 100-foot fence. His first friend, Ben, whitewashed 10 feet. His second friend Billy whitewashed a fifth of the remaining fence. A third friend, Johnny, whitewashed a third of the fence that was left after that. How much of the fence still needs to be whitewashed?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"It's a 100-foot fence, and Ben whitewashed 10 feet, so there are 100 - 10 = <<100-10=90>>90 feet left after Ben is done.
Billy whitewashed a fifth of that, or 90 / 5 = <<90/5=18>>18 feet.
There is now 90 - 18 = <<90-18=72>>72 feet of fence left.
Johnny whitewashes a third of that, or 72 / 3 = <<72/3=24>>24 feet.
That leaves 72 - 24 = <<72-24=48>>48 feet of fence left to be whitewashed.
#### 48",
James decides to buy a new bed and bed frame.  The bed frame is $75 and the bed is 10 times that price.  He gets a deal for 20% off.  How much does he pay for everything?,Logic/Math,GSM8K,No,gsm8k,train,,,,,,"The bed cost 75*10=$<<75*10=750>>750
So everything cost 750+75=$<<750+75=825>>825
He gets 825*.2=$<<825*.2=165>>165 off
So that means he pays 825-165=$<<825-165=660>>660
#### 660",
"Maria is a saleswoman at a flower shop. On the first day, she sold 30 tulips and 20 roses. The next day, she doubled the previous day's sales. On the third day, she sold only 10% of the tulips sold on the second day and 16 roses. The price of one tulip is $2 and one rose is $3. How much did Maria earn over these three days?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"On the second day, Maria sold 30 * 2 = <<30*2=60>>60 tulips.
She also sold 20 * 2 = <<20*2=40>>40 roses the second day.
On the third day, Maria sold only 10/100 * 60 = <<10/100*60=6>>6 tulips.
Over these three days Maria sold 30 + 60 + 6 = <<30+60+6=96>>96 tulips.
She also sold 20 + 40 + 16 = <<20+40+16=76>>76 roses.
So on the tulips Maria earned 96 * 2 = $<<96*2=192>>192.
And on roses Maria earned 76 * 3 = $<<76*3=228>>228.
In total, over these three days, Maria has earned 192 + 228 = $<<192+228=420>>420.
#### 420",
"Bill is trying to count the toddlers at his daycare, but they keep running around. He double-counts 8 toddlers and misses 3 who are hiding. If Bill thinks he counted 26 toddlers, how many are there really?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"First subtract the 8 toddlers Bill double-counted from his count: 26 toddlers - 8 toddlers = <<26-8=18>>18 toddlers
Then add the 3 toddlers he missed to find the real count: 18 toddlers + 3 toddlers = <<18+3=21>>21 toddlers
#### 21",
"A bulk warehouse is offering 48 cans of sparkling water for $12.00 a case.  The local grocery store is offering the same sparkling water for $6.00 and it only has 12 cans.  How much more expensive, per can, in cents, is this deal at the grocery store?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"The bulk warehouse has 48 cans for $12.00 so that's 12/48 = $0.25 a can
The local grocery store has 12 cans for $6.00 so that's 6/12 = $0.50 a can
The grocery store offer is $0.50 a can and the warehouse is $0.25 a can so the grocery store is .50-.25 = $<<0.50-.25=0.25>>0.25 more expensive per can
#### 25",
"Lilith originally had five dozen water bottles that she needed to sell at $2 each to get exactly enough money to buy her friend a birthday gift. However, at the store, Lilith realized she could not sell at $2 because the regular price was $1.85 per water bottle in her town, and she had to reduce her price to $1.85 as well to sell her water bottles. Calculate the total amount of money Lilith will have to find to buy her friend the birthday gift after selling her water bottles at the reduced cost.",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"Lilith had 5 dozen water bottles, and since a dozen has 12 water bottles, the total number of water bottles she had was 12 bottles/dozen * 5 dozen = <<12*5=60>>60 bottles
To buy her friend the birthday gift, Lilith originally had to sell her water bottles for a total of 60 bottles * $2/bottle = $<<60*2=120>>120
When she reduced the price to $1.85 to meet the regular price, the total amount of money she had from the sales was $1.85/bottle * 60 bottles = $111
To buy her friend the birthday gift, Lilith has to find $120 - $111 = $<<120-111=9>>9 more
#### 9",
"Compared to the amount of water she drank, Carla drank three times as much soda minus 6 ounces. If she drank 54 ounces of liquid total, how much water did she drink?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"Let s be the amount of soda Carla drank and w be the amount of water she drank. We know that s + w = 54 and s = 3w - 6. Substituting the second equation into the first, we get 3w - 6 + w = 54.
Combining like terms, we get 4w - 6 = 54
Adding 6 to both sides, we get 4w = 60
Dividing both sides by 4, we get w = 15
#### 15",
"Jennifer purchased 40 cans of milk at the store before meeting her classmate Mark, who was also buying milk. Jennifer bought 6 additional cans for every 5 cans Mark bought. If Mark purchased 50 cans, how many cans of milk did Jennifer bring home from the store?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"If Mark bought 50 cans of milk, the number of times Jennifer added 6 cans for every 5 that Mark bought is 50/5 = <<50/5=10>>10 times.
The total number of additional cans she bought is 10*6 = <<10*6=60>>60 cans.
If she initially had 40 cans, she went home with 40+60 = <<40+60=100>>100 cans of milk.
#### 100",
"Ten friends decide to get an end-of-year gift for their teacher. They plan to split the cost of the gift equally. But four of the group drop out. The remaining friends split the cost equally among themselves. If each share is now $8 more, how much does the gift cost, in dollars?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"Let N be the original price each friend was going to pay.
10N=6(N+8)
10N=6N+48
4N=48
N=<<12=12>>12
Then the present costs 10*12=<<10*12=120>>120.
#### 120",
"The buyers who came to Mr. Brandon's shop yesterday bought goods worth $80. If 2/5 of the total amount of sales Mr. Brandon made yesterday were credit sales, and the rest were cash sales, how much did Mr. Brandon get from cash sales?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"2/5 of the total amount of sales Mr. Brandon made yesterday, which were credit purchases, were worth 2/5*$80=$<<2/5*80=32>>32
The cash sales that Mr. Brandon made yesterday was $80-$32=$<<80-32=48>>48
#### 48",
"It costs $.10 to print one page. Jenny wants to print 7 copies of her 25-page essay. She also wants to buy 7 pens that each cost $1.50. If she pays the store with 2 twenty dollar bills, how much money should she get in change?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"Jenny needs to print 7*25= <<7*25=175>>175 pages.
This will cost 175*$.10 =$<<175*.10=17.5>>17.5.
The pens will cost 7*$1.50=$<<7*1.5=10.50>>10.50.
In total, she will spend $17.5+$10.5=$<<17.5+10.5=28>>28.
Since she pays with 2 twenty dollar bills she pays with 2*20=<<2*20=40>>40 dollars.
Thus, she will get $40-$28=$<<40-28=12>>12 in change.
#### 12",
James buys 5 packs of beef that are 4 pounds each.  The price of beef is $5.50 per pound.  How much did he pay?,Logic/Math,GSM8K,No,gsm8k,train,,,,,,"He bought 5*4=<<5*4=20>>20 pounds of beef
So he paid 20*5.5=$<<20*5.5=110>>110
#### 110",
"Mrs. Smith wanted to buy wears worth $500. She went to a boutique with the $500 but by the time she had picked out everything she liked, she realized that she would need two-fifths more money than she had. If the shop owner gave her a discount of 15%, how much more money will she still need?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"Two fifths of $500 is (2/5)*$500 = $<<(2/5)*500=200>>200
She needed $200 more than $500 which is $200+ $500 = $<<200+500=700>>700
15% of $700 is (15/100)*$700 = $<<(15/100)*700=105>>105
She was given a $105 discount so she has to pay $700-$105 = $595
She would still need $595-$500= $<<595-500=95>>95
#### 95",
James drives 30 mph for half an hour and then twice as long for twice the speed.  How far did he drive in total?,Logic/Math,GSM8K,No,gsm8k,train,,,,,,"His first drive was 30*.5=<<30*.5=15>>15 miles
The next leg was .5*2=<<.5*2=1>>1 hour
The speed of the trip was 30*2=<<30*2=60>>60 mph
So he drove 60*1=<<60=60>>60 miles
So in total he drove 60+15=<<60+15=75>>75 miles
#### 75",
Harry has 50 books in his library. His sister Flora has twice as many books and their cousin Gary has half the books Harry has. How many books do the three of them own together?,Logic/Math,GSM8K,No,gsm8k,train,,,,,,"Flora has 50*2= <<50*2=100>>100 books
Gary has 50/2= <<50/2=25>>25 books
Together they own 100+25+50= <<100+25+50=175>>175 books
#### 175",
"Hash has nine more than half as many toys as Bill has. If Bill has 60 toys, how many total toys do the boys have?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"First we need to know what half of Bills toys are, 60 toys / 2 = <<60/2=30>>30 toys.
Hash has 9 toys + 30 toys = <<9+30=39>>39 toys.
Together the boys have 60 toys + 39 toys = <<60+39=99>>99 toys.
#### 99",
"Mr. Williams bought 10 gallons of juice for a party. Each gallon has 10 cups. At the party, 5 cups of juice were left. How many cups of juice were drunk?",Logic/Math,GSM8K,No,gsm8k,train,,,,,,"Mr. Williams bought 10 x 10 = <<10*10=100>>100 cups of juice.
Since 5 cups were left, then 100 - 5 = <<100-5=95>>95 cups were drunk.
#### 95",
Micah picks 2 dozen strawberries from the field.  He eats 6 and saves the rest for his mom.  How many strawberries are there for his mom?,Logic/Math,GSM8K,No,gsm8k,train,,,,,,"Micah picks 2 x 12 = <<2*12=24>>24 strawberries.
After he eats 6, there are this many strawberries left for his mom: 24 - 6 = <<24-6=18>>18.
#### 18",
